100	0.00124508	0.000134505	0.168923	-0.00309131	1.98062	0.028455
200	0.00288864	0.000311366	0.167441	-0.00752017	4.78256	0.0641654
300	0.00439904	0.000490926	0.166232	-0.0119202	6.89152	0.0999336
400	0.00578603	0.000671716	0.165318	-0.0161877	8.27222	0.13575
500	0.00709402	0.000853522	0.164628	-0.0203005	9.13237	0.171678
600	0.00835543	0.00103619	0.164097	-0.0241645	9.65764	0.207789
700	0.0095902	0.00121979	0.163676	-0.0278357	9.97594	0.244077
800	0.0108093	0.00140423	0.163333	-0.031276	10.1685	0.280531
900	0.0120199	0.00158942	0.163048	-0.034466	10.2853	0.317155
1000	0.0132256	0.00177534	0.162807	-0.037396	10.3564	0.353933
1100	0.0144288	0.00196226	0.162599	-0.0402348	10.4001	0.390806
1200	0.0156297	0.00214966	0.16242	-0.0427964	10.4272	0.427779
1300	0.0168306	0.00233782	0.162264	-0.045153	10.4442	0.464873
1400	0.0180308	0.00252642	0.162128	-0.0472149	10.4551	0.502084
1500	0.0192311	0.00271578	0.162009	-0.0491383	10.4622	0.539362
1600	0.0204313	0.00290601	0.161904	-0.050998	10.467	0.576676
1700	0.0216315	0.00309671	0.161813	-0.0526471	10.4702	0.614067
1800	0.0228318	0.00328749	0.161732	-0.0538022	10.4725	0.651621
1900	0.0240324	0.0034804	0.161661	-0.0555879	10.4741	0.688991
2000	0.0252331	0.00367224	0.161599	-0.0563536	10.4753	0.726684
2100	0.0264347	0.00386636	0.161544	-0.0577629	10.4763	0.764212
2200	0.0276343	0.00405959	0.161496	-0.0584301	10.477	0.801906
2300	0.0288373	0.00425421	0.161453	-0.0590998	10.4775	0.839706
2400	0.0300381	0.00445028	0.161416	-0.0602336	10.478	0.877298
2500	0.0312372	0.00464578	0.161385	-0.0607882	10.4783	0.915016
2600	0.0324386	0.00484246	0.161356	-0.0613383	10.4786	0.952806
2700	0.0336419	0.0050403	0.16133	-0.0618812	10.4789	0.990659
2800	0.0348445	0.00523915	0.161308	-0.0625536	10.4792	1.02845
2900	0.0360433	0.00543773	0.161289	-0.0629594	10.4788	1.06621
3000	0.0372418	0.00563703	0.161273	-0.0633843	10.4789	1.10396
3100	0.0384412	0.00583732	0.161259	-0.0637977	10.4791	1.14173
3200	0.0396417	0.00603857	0.161246	-0.0641988	10.4793	1.17954
3300	0.0408429	0.00624077	0.161234	-0.0645867	10.4795	1.21738
3400	0.0420449	0.00644389	0.161223	-0.0649611	10.4797	1.25525
3500	0.0432475	0.00664793	0.161214	-0.0653215	10.4798	1.29314
3600	0.0444507	0.00685286	0.161205	-0.0656678	10.48	1.33105
3700	0.0456544	0.00705868	0.161198	-0.066	10.4801	1.36899
3800	0.0468584	0.00726538	0.161191	-0.0663181	10.4802	1.40694
3900	0.0480606	0.00747258	0.161185	-0.0666115	10.4803	1.44484
4000	0.0492579	0.00767917	0.161182	-0.0665712	10.4797	1.4827
4100	0.0504546	0.00788589	0.161179	-0.0662581	10.4792	1.52062
4200	0.0516514	0.00809346	0.161177	-0.0659623	10.4788	1.55854
4300	0.0528483	0.00830187	0.161175	-0.0656828	10.4784	1.59646
4400	0.0540453	0.00851112	0.161173	-0.0654189	10.4781	1.63439
4500	0.0552423	0.0087212	0.161171	-0.0651695	10.4778	1.67233
4600	0.0564393	0.00893212	0.161169	-0.0649338	10.4775	1.71026
4700	0.0576353	0.00914449	0.161168	-0.0651544	10.4775	1.74804
4800	0.0588308	0.00935777	0.161167	-0.0654513	10.4778	1.78579
4900	0.0600263	0.00957183	0.161167	-0.065732	10.478	1.82354
5000	0.0612217	0.00978666	0.161166	-0.0659973	10.4783	1.86129
5100	0.0624183	0.0100016	0.161165	-0.0657374	10.4782	1.89923
5200	0.0636148	0.0102173	0.161164	-0.065498	10.4779	1.93718
5300	0.0648101	0.0104346	0.161163	-0.0657759	10.4779	1.97493
5400	0.0660051	0.0106526	0.161163	-0.0660384	10.4781	2.01269
5500	0.0672001	0.0108714	0.161163	-0.0662864	10.4784	2.05046
5600	0.0683954	0.0110906	0.161162	-0.0662777	10.4785	2.0883
5700	0.0695914	0.0113103	0.161161	-0.0659808	10.4782	2.12626
5800	0.0707868	0.0115311	0.161161	-0.0659641	10.478	2.16413
5900	0.0719813	0.0117531	0.161161	-0.0662153	10.4781	2.2019
6000	0.0731757	0.0119759	0.161161	-0.0664526	10.4784	2.23967
6100	0.0743699	0.0121994	0.161161	-0.0666703	10.4786	2.27743
6200	0.0755653	0.012423	0.16116	-0.0663519	10.4784	2.3154
6300	0.0767606	0.0126474	0.161159	-0.0660612	10.4781	2.35336
6400	0.0779546	0.0128733	0.16116	-0.0663057	10.4781	2.39113
6500	0.0791483	0.0131	0.16116	-0.0665372	10.4783	2.4289
6600	0.0803418	0.0133275	0.16116	-0.0667558	10.4785	2.46667
6700	0.081536	0.0135553	0.161159	-0.0666293	10.4785	2.50456
6800	0.0827306	0.0137837	0.161159	-0.0663111	10.4783	2.54253
6900	0.0839244	0.0140133	0.161159	-0.0663433	10.4781	2.58038
7000	0.0851174	0.0142439	0.161159	-0.0665719	10.4782	2.61815
7100	0.0863103	0.0144754	0.161159	-0.0667879	10.4784	2.65593
7200	0.0875032	0.0147074	0.161159	-0.0668508	10.4786	2.69375
7300	0.0886972	0.0149396	0.161158	-0.06652	10.4784	2.73172
7400	0.0898907	0.0151729	0.161158	-0.0663427	10.4781	2.76964
7500	0.091083	0.0154075	0.161158	-0.0665707	10.4782	2.80741
7600	0.0922751	0.0156429	0.161159	-0.0667863	10.4784	2.84519
7700	0.0934671	0.015879	0.161159	-0.0669899	10.4786	2.88296
7800	0.09466	0.0161153	0.161158	-0.0666975	10.4785	2.92091
7900	0.095853	0.0163523	0.161158	-0.0663743	10.4782	2.95888
8000	0.0970448	0.0165908	0.161158	-0.0665432	10.4781	2.99668
8100	0.0982362	0.0168301	0.161158	-0.0667598	10.4783	3.03446
8200	0.0994273	0.0170702	0.161158	-0.0669645	10.4785	3.07223
8300	0.100619	0.0173106	0.161158	-0.0668566	10.4785	3.11011
8400	0.101811	0.0175516	0.161158	-0.0665244	10.4783	3.14808
8500	0.103003	0.0177937	0.161158	-0.0665011	10.4781	3.18595
8600	0.104193	0.018037	0.161158	-0.0667197	10.4782	3.22373
8700	0.105384	0.018281	0.161158	-0.0669263	10.4784	3.2615
8800	0.106574	0.0185256	0.161158	-0.067002	10.4786	3.29932
8900	0.107766	0.0187705	0.161158	-0.0666617	10.4784	3.33729
9000	0.108957	0.0190163	0.161158	-0.0664486	10.4781	3.37522
9100	0.110146	0.0192635	0.161158	-0.0666698	10.4782	3.413
9200	0.111336	0.0195115	0.161158	-0.0668789	10.4783	3.45077
9300	0.112526	0.0197602	0.161158	-0.0670766	10.4785	3.48855
9400	0.113716	0.0200091	0.161158	-0.0667942	10.4785	3.52649
9500	0.114906	0.0202587	0.161157	-0.0664649	10.4782	3.56447
9600	0.116096	0.0205097	0.161158	-0.0666073	10.4781	3.60227
9700	0.117284	0.0207616	0.161158	-0.0668198	10.4783	3.64005
