100	0.00137301	0.000398726	0.0203656	0.00595741	0.0928062
200	0.00347433	0.00101743	0.0212544	0.00621516	0.228184
300	0.00560286	0.00164861	0.021374	0.00625435	0.365133
400	0.00773867	0.00228645	0.0214829	0.00627205	0.502816
500	0.00988033	0.00293111	0.0214874	0.00625269	0.641126
600	0.012026	0.00358259	0.021539	0.00621798	0.779763
700	0.0141814	0.0042418	0.0216883	0.00629049	0.919149
800	0.016332	0.00490334	0.0217655	0.00628152	1.05866
900	0.0184971	0.00557557	0.0217858	0.00629974	1.19899
1000	0.0206523	0.00624907	0.0218029	0.00628772	1.33892
1100	0.0228245	0.00693171	0.0218116	0.00630421	1.48025
1200	0.0249885	0.00761881	0.0217283	0.00626054	1.62084
1300	0.0271495	0.00831049	0.0218558	0.00625413	1.76131
1400	0.029319	0.00900647	0.0219994	0.00629051	1.90309
1500	0.0315004	0.00971392	0.0219559	0.00633675	2.04535
1600	0.0336679	0.0104224	0.0219196	0.00625484	2.18659
1700	0.0358302	0.0111337	0.0217973	0.00622075	2.32778
1800	0.0379878	0.0118482	0.0219148	0.00625339	2.46908
1900	0.040155	0.0125717	0.0220239	0.00628394	2.61104
2000	0.0423306	0.013304	0.0221211	0.00631095	2.75357
2100	0.0445133	0.0140448	0.022208	0.00633484	2.89662
2200	0.0467023	0.0147936	0.0222857	0.00635599	3.04013
2300	0.048885	0.015549	0.0219976	0.00626812	3.18292
2400	0.0510389	0.0162947	0.0218598	0.00617314	3.32442
2500	0.0531864	0.017041	0.0219009	0.00618423	3.46612
2600	0.0553362	0.0177941	0.0219415	0.00619519	3.60806
2700	0.0574879	0.0185537	0.021978	0.00620495	3.75022
2800	0.0596338	0.0193204	0.0218705	0.00622437	3.89186
2900	0.0617739	0.0200929	0.0218962	0.00623092	4.03309
3000	0.0639144	0.0208715	0.0219192	0.00623685	4.17445
3100	0.0660552	0.0216561	0.0219396	0.00624209	4.31592
3200	0.0681959	0.0224466	0.0219579	0.00624671	4.45749
3300	0.0703364	0.0232429	0.0219743	0.0062508	4.59915
3400	0.0724763	0.0240451	0.0219891	0.0062544	4.74088
3500	0.0746157	0.024853	0.0220024	0.00625757	4.88268
3600	0.0767543	0.0256666	0.0220143	0.00626036	5.02454
3700	0.078892	0.0264859	0.0220251	0.00626282	5.16645
3800	0.0810286	0.0273108	0.0220347	0.00626497	5.30841
3900	0.083164	0.0281412	0.0220434	0.00626686	5.45041
4000	0.0852982	0.0289773	0.0220512	0.00626852	5.59245
4100	0.0874311	0.0298188	0.0220582	0.00626997	5.73452
4200	0.0895625	0.0306658	0.0220644	0.00627124	5.87661
4300	0.0916923	0.0315183	0.0220701	0.00627234	6.01873
4400	0.0938206	0.0323762	0.0220752	0.0062733	6.16088
4500	0.0959472	0.0332396	0.0220797	0.00627413	6.30304
4600	0.0980837	0.0341082	0.0222234	0.00626405	6.44631
4700	0.100213	0.0349832	0.0220929	0.00627713	6.58901
4800	0.102335	0.0358629	0.0220962	0.00627746	6.73126
4900	0.104454	0.0367481	0.0220989	0.0062778	6.87351
5000	0.106572	0.0376385	0.0221011	0.00627809	7.01577
5100	0.108688	0.0385342	0.0221032	0.00627832	7.15803
5200	0.110802	0.0394352	0.022105	0.00627851	7.3003
5300	0.112914	0.0403415	0.0221066	0.00627866	7.44257
5400	0.115029	0.0412529	0.0222444	0.00626686	7.58537
5500	0.117149	0.0421709	0.0221361	0.00628745	7.72874
5600	0.119255	0.0430934	0.0221161	0.0062805	7.87108
5700	0.121358	0.044021	0.022117	0.00628042	8.0134
5800	0.12346	0.0449539	0.0221175	0.00628034	8.15572
5900	0.125559	0.045892	0.022118	0.00628025	8.29804
6000	0.127656	0.0468353	0.0221183	0.00628015	8.44035
6100	0.12975	0.0477838	0.0221187	0.00628005	8.58266
6200	0.131851	0.0487375	0.0222573	0.00626873	8.72579
6300	0.13395	0.0496977	0.0221276	0.00628261	8.86894
6400	0.136038	0.0506621	0.0221251	0.00628131	9.01129
6500	0.138124	0.0516316	0.022125	0.00628108	9.15364
6600	0.140207	0.0526063	0.0221248	0.00628087	9.29597
6700	0.142288	0.0535861	0.0221245	0.00628067	9.43831
6800	0.144366	0.0545711	0.0221243	0.00628048	9.58063
6900	0.146444	0.055561	0.0222389	0.00626163	9.72313
7000	0.148531	0.0565574	0.0222639	0.00626952	9.8667
7100	0.150605	0.0575588	0.0221291	0.0062816	10.0093
7200	0.152673	0.0585646	0.022129	0.00628131	10.1516
7300	0.15474	0.0595755	0.0221284	0.00628105	10.294
7400	0.156803	0.0605915	0.0221278	0.0062808	10.4363
7500	0.158864	0.0616125	0.0221273	0.00628057	10.5787
7600	0.160923	0.0626387	0.0221268	0.00628036	10.721
7700	0.162989	0.0636705	0.022265	0.00626908	10.8642
7800	0.165051	0.0647085	0.0221325	0.00628214	11.0073
7900	0.167102	0.0657502	0.0221311	0.00628136	11.1497
8000	0.16915	0.066797	0.0221305	0.00628108	11.292
8100	0.171196	0.0678488	0.0221297	0.00628082	11.4344
8200	0.173239	0.0689057	0.022129	0.00628057	11.5767
8300	0.17528	0.0699676	0.0221283	0.00628034	11.719
8400	0.177323	0.0710347	0.0222635	0.00626804	11.8619
8500	0.179371	0.0721087	0.0221663	0.00629213	12.0053
8600	0.181404	0.0731862	0.0221323	0.00628137	12.1477
8700	0.183434	0.0742685	0.0221317	0.00628108	12.2901
8800	0.185461	0.0753559	0.0221309	0.0062808	12.4324
8900	0.187486	0.0764482	0.02213	0.00628055	12.5747
9000	0.189507	0.0775455	0.0221293	0.00628032	12.7171
9100	0.191528	0.0786476	0.0222308	0.00625777	12.8595
9200	0.193557	0.0797567	0.0222678	0.00626924	13.0031
9300	0.195574	0.0808702	0.0221329	0.00628139	13.1457
9400	0.197585	0.0819878	0.0221325	0.00628108	13.2881
9500	0.199594	0.0831103	0.0221316	0.0062808	13.4304
9600	0.201599	0.0842377	0.0221307	0.00628054	13.5728
9700	0.203601	0.0853701	0.0221299	0.00628031	13.7151
9800	0.205601	0.0865074	0.0221292	0.00628009	13.8574
9900	0.207608	0.0876508	0.0222673	0.00626886	14.0007
10000	0.20961	0.0887999	0.0221342	0.00628176	14.1438
10100	0.211601	0.0899523	0.0221329	0.0062811	14.2861
10200	0.213589	0.0911097	0.0221321	0.00628082	14.4285
10300	0.215575	0.0922719	0.0221312	0.00628056	14.5708
10400	0.217557	0.093439	0.0221304	0.00628032	14.7132
10500	0.219536	0.0946109	0.0221296	0.0062801	14.8555
10600	0.221519	0.0957884	0.022266	0.00626826	14.9984
10700	0.223504	0.0969728	0.0221484	0.00628628	15.1418
10800	0.225475	0.0981598	0.0221333	0.00628113	15.2842
10900	0.227443	0.0993516	0.0221325	0.00628085	15.4265
11000	0.229408	0.100548	0.0221316	0.00628059	15.5689
11100	0.23137	0.10175	0.0221307	0.00628034	15.7112
11200	0.233329	0.102956	0.0221299	0.00628012	15.8535
11300	0.235287	0.104167	0.0222546	0.00626448	15.9961
11400	0.237253	0.105386	0.0222688	0.0062692	16.1397
11500	0.239205	0.106608	0.0221334	0.00628119	16.2822
11600	0.241152	0.107834	0.0221329	0.0062809	16.4245
11700	0.243096	0.109064	0.022132	0.00628063	16.5669
11800	0.245036	0.1103	0.0221311	0.00628038	16.7092
11900	0.246974	0.11154	0.0221302	0.00628016	16.8515
12000	0.248908	0.112785	0.0221294	0.00627995	16.9939
12100	0.250851	0.114037	0.022268	0.00626889	17.1373
12200	0.252786	0.115293	0.0221338	0.00628136	17.2802
12300	0.254711	0.116553	0.0221331	0.00628096	17.4226
12400	0.256633	0.117817	0.0221323	0.00628068	17.5649
12500	0.258552	0.119087	0.0221314	0.00628043	17.7072
12600	0.260467	0.12036	0.0221305	0.0062802	17.8496
12700	0.26238	0.121639	0.0221297	0.00627999	17.9919
12800	0.264297	0.122923	0.0222671	0.00626852	18.135
12900	0.266213	0.124214	0.0221377	0.00628272	18.2782
13000	0.268116	0.125507	0.0221334	0.00628102	18.4206
13100	0.270016	0.126805	0.0221326	0.00628075	18.5629
13200	0.271912	0.128107	0.0221316	0.00628049	18.7053
13300	0.273805	0.129414	0.0221308	0.00628025	18.8476
13400	0.275695	0.130726	0.0221299	0.00628004	18.9899
13500	0.277586	0.132043	0.0222637	0.00626733	19.1327
13600	0.279482	0.133368	0.0221873	0.0062966	19.2762
13700	0.281363	0.134694	0.0221335	0.0062811	19.4186
13800	0.28324	0.136024	0.0221328	0.00628081	19.561
13900	0.285113	0.13736	0.0221319	0.00628055	19.7033
14000	0.286983	0.138699	0.022131	0.00628031	19.8456
14100	0.28885	0.140044	0.0221302	0.00628009	19.988
14200	0.290715	0.141393	0.0222283	0.00625668	20.1304
14300	0.292587	0.14275	0.0222686	0.00626902	20.274
14400	0.294448	0.14411	0.0221336	0.0062812	20.4166
14500	0.296301	0.145473	0.0221331	0.00628089	20.559
14600	0.298151	0.14684	0.0221322	0.00628062	20.7013
14700	0.299998	0.148212	0.0221313	0.00628037	20.8437
14800	0.301841	0.149589	0.0221304	0.00628014	20.986
14900	0.303681	0.15097	0.0221296	0.00627994	21.1283
15000	0.305527	0.152359	0.0222677	0.00626872	21.2716
15100	0.307367	0.153752	0.0221345	0.00628158	21.4146
15200	0.309196	0.155147	0.0221333	0.00628096	21.557
15300	0.311022	0.156547	0.0221325	0.00628069	21.6993
15400	0.312845	0.157951	0.0221315	0.00628044	21.8417
15500	0.314664	0.159359	0.0221306	0.0062802	21.984
15600	0.316479	0.160772	0.0221298	0.00627999	22.1263
15700	0.318297	0.162191	0.0222664	0.00626822	22.2693
15800	0.320116	0.163618	0.0221461	0.0062854	22.4127
15900	0.321921	0.165044	0.0221335	0.00628104	22.555
16000	0.323722	0.166476	0.0221327	0.00628076	22.6974
16100	0.32552	0.167911	0.0221318	0.0062805	22.8397
16200	0.327314	0.169351	0.0221309	0.00628026	22.982
16300	0.329104	0.170796	0.0221301	0.00628005	23.1244
16400	0.330894	0.172245	0.0222576	0.00626532	23.267
16500	0.33269	0.173703	0.0222691	0.00626917	23.4106
16600	0.334471	0.175162	0.0221336	0.00628112	23.553
16700	0.336247	0.176624	0.022133	0.00628083	23.6954
16800	0.33802	0.178091	0.0221321	0.00628057	23.8377
16900	0.339788	0.179562	0.0221311	0.00628033	23.9801
17000	0.341553	0.181038	0.0221303	0.0062801	24.1224
17100	0.343315	0.182518	0.0221496	0.0062513	24.2647
17200	0.345084	0.184006	0.0222682	0.00626889	24.4082
17300	0.346843	0.185497	0.0221338	0.00628128	24.5511
17400	0.348594	0.18699	0.0221332	0.00628091	24.6934
17500	0.35034	0.188487	0.0221323	0.00628064	24.8358
