200	0.00137301	0.000398726	0.169589	-0.00440233	-0.0317882	0.0928062
400	0.00347433	0.00101743	0.169069	-0.0133167	-0.0389992	0.228184
600	0.00560286	0.00164861	0.168601	-0.022063	-0.0334077	0.365133
800	0.00773867	0.00228645	0.16818	-0.0301688	-0.0281156	0.502816
1000	0.00988033	0.00293111	0.167803	-0.0378502	-0.0250256	0.641126
1200	0.012026	0.00358259	0.167466	-0.0453811	-0.023992	0.779763
1400	0.0141814	0.0042418	0.167163	-0.0525224	-0.0243301	0.919149
1600	0.016332	0.00490334	0.166896	-0.0586311	-0.0249673	1.05866
1800	0.0184971	0.00557557	0.166656	-0.0649037	-0.0262976	1.19899
2000	0.0206523	0.00624907	0.166445	-0.0705408	-0.0276412	1.33892
2200	0.0228245	0.00693171	0.166256	-0.075172	-0.029104	1.48025
2400	0.0249885	0.00761881	0.166091	-0.0802922	-0.0304823	1.62084
2600	0.0271495	0.00831049	0.165944	-0.0853636	-0.0324284	1.76131
2800	0.029319	0.00900647	0.165815	-0.088213	-0.0332874	1.90309
3000	0.0315004	0.00971392	0.165698	-0.0919723	-0.0336263	2.04535
3200	0.0336679	0.0104224	0.165597	-0.0955097	-0.0353076	2.18659
3400	0.0358302	0.0111337	0.16551	-0.0985149	-0.037975	2.32778
3600	0.0379878	0.0118482	0.165434	-0.100796	-0.0385073	2.46908
3800	0.040155	0.0125717	0.165366	-0.10308	-0.0385825	2.61104
4000	0.0423306	0.013304	0.165304	-0.105352	-0.0385683	2.75357
4200	0.0445133	0.0140448	0.165248	-0.1076	-0.0385563	2.89662
4400	0.0467023	0.0147936	0.165197	-0.109812	-0.0385693	3.04013
4600	0.048885	0.015549	0.165154	-0.113166	-0.0386682	3.18292
4800	0.0510389	0.0162947	0.165121	-0.113844	-0.0408084	3.32442
5000	0.0531864	0.017041	0.165093	-0.113	-0.042972	3.46612
5200	0.0553362	0.0177941	0.165067	-0.112256	-0.0449116	3.60806
5400	0.0574879	0.0185537	0.165044	-0.1116	-0.0466366	3.75022
5600	0.0596338	0.0193204	0.165025	-0.112548	-0.047448	3.89186
5800	0.0617739	0.0200929	0.165009	-0.114277	-0.047003	4.03309
6000	0.0639144	0.0208715	0.164995	-0.115928	-0.046395	4.17445
6200	0.0660552	0.0216561	0.164982	-0.117501	-0.0458167	4.31592
6400	0.0681959	0.0224466	0.16497	-0.118999	-0.0452994	4.45749
6600	0.0703364	0.0232429	0.16496	-0.120423	-0.0448405	4.59915
6800	0.0724763	0.0240451	0.164951	-0.121777	-0.044432	4.74088
7000	0.0746157	0.024853	0.164942	-0.123062	-0.0440669	4.88268
7200	0.0767543	0.0256666	0.164935	-0.124281	-0.0437393	5.02454
7400	0.078892	0.0264859	0.164928	-0.125436	-0.0434447	5.16645
7600	0.0810286	0.0273108	0.164922	-0.126531	-0.0431794	5.30841
7800	0.083164	0.0281412	0.164916	-0.127566	-0.0429401	5.45041
