200	0.00129253	0.000374271	0.169552	-0.00364049	-0.0301356	0.0876709
400	0.00330252	0.000965572	0.169015	-0.0119994	-0.0377743	0.21753
600	0.00534825	0.00157214	0.168531	-0.0205117	-0.0326063	0.349337
800	0.00739984	0.00218464	0.168096	-0.0283812	-0.0274281	0.481848
1000	0.00945739	0.0028037	0.167704	-0.0359564	-0.0244368	0.614929
1200	0.0115207	0.00342913	0.167352	-0.0431207	-0.023274	0.748585
1400	0.0135896	0.0040605	0.167037	-0.0496281	-0.023313	0.882865
1600	0.0156572	0.00469702	0.166757	-0.0562158	-0.0239427	1.01709
1800	0.0177305	0.00533923	0.166508	-0.0621581	-0.0250144	1.15183
2000	0.0198122	0.00598837	0.166284	-0.0675166	-0.0264145	1.28733
2200	0.0218849	0.00664022	0.166088	-0.0729359	-0.0277213	1.42226
2400	0.0239716	0.00730041	0.165912	-0.0775782	-0.0292709	1.55827
2600	0.0260491	0.00796184	0.165759	-0.0817406	-0.0305566	1.69388
2800	0.028133	0.00863379	0.16562	-0.0872125	-0.0320588	1.82956
3000	0.0302167	0.00930311	0.1655	-0.0888275	-0.0331199	1.96625
3200	0.0323043	0.00998139	0.165393	-0.0917178	-0.0345393	2.10289
3400	0.0343845	0.0106678	0.165298	-0.0967717	-0.0358637	2.23857
3600	0.0364658	0.0113551	0.165216	-0.0993535	-0.0362021	2.37501
3800	0.0385462	0.0120436	0.165143	-0.10028	-0.0370452	2.51179
4000	0.0406353	0.0127406	0.165078	-0.101291	-0.0383367	2.64919
4200	0.0427321	0.0134459	0.165019	-0.102453	-0.0396209	2.78712
4400	0.0448145	0.0141562	0.164969	-0.105463	-0.0409944	2.92369
4600	0.0468845	0.0148678	0.164927	-0.108323	-0.0409987	3.05974
4800	0.0489591	0.0155863	0.164889	-0.111065	-0.0406558	3.19612
5000	0.0510373	0.0163111	0.164855	-0.113502	-0.040256	3.33281
5200	0.0531065	0.0170331	0.164827	-0.113726	-0.0405627	3.46942
5400	0.0551772	0.0177612	0.164801	-0.113989	-0.0416244	3.60623
5600	0.0572497	0.0184956	0.164778	-0.114295	-0.0427503	3.74327
5800	0.0593238	0.0192362	0.164757	-0.114634	-0.043803	3.88049
6000	0.0613991	0.0199827	0.164738	-0.115001	-0.0447725	4.0179
6200	0.0634752	0.0207352	0.164722	-0.115387	-0.0456707	4.15545
6400	0.0655519	0.0214934	0.164706	-0.115789	-0.0465096	4.29315
6600	0.067629	0.0222575	0.164692	-0.1162	-0.0472979	4.43097
6800	0.0696993	0.0230215	0.164683	-0.114928	-0.0472316	4.56896
7000	0.0717667	0.0237897	0.164674	-0.113477	-0.0465417	4.70702
7200	0.0738335	0.0245637	0.164666	-0.112146	-0.0458158	4.84519
7400	0.0758994	0.0253432	0.164659	-0.110924	-0.0451443	4.98345
7600	0.0779644	0.0261283	0.164653	-0.109803	-0.0445358	5.12181
7800	0.0800283	0.0269189	0.164648	-0.108774	-0.0439835	5.26024
8000	0.0820911	0.0277149	0.164642	-0.107828	-0.0434794	5.39875
8200	0.0841367	0.0285146	0.16464	-0.108947	-0.0434104	5.53573
8400	0.0861776	0.0293181	0.164637	-0.11009	-0.044346	5.67245
8600	0.0882213	0.0301266	0.164634	-0.110418	-0.0454317	5.80964
8800	0.0902784	0.0309426	0.16463	-0.109319	-0.045483	5.9482
